start,goal,net_add,net_del,net_temp,full_path,path,action,a_star_cost,a_star_ops,a_star_add,a_star_del,a_star_temp
2*5*6*10|1,3*5*8*9*11|1,4,3,0,[2*5*6*10|1]~~{(+1)}~~>[1*2*10|1]~~{(+5  11)}~~>[5*11|1]~~{(+3  8  9)}~~>[3*5*8*9*11|1],[2*5*6*10|1]~>[1*2*10|1]~>[5*11|1]~>[3*5*8*9*11|1],{(+1)}~{(+5  11)}~{(+3  8  9)}~,30.599999999999998,3,6,0,0
2*5*6*10|1,4*5*6*7*8*9*11|1,5,2,0,[2*5*6*10|1]~~{(+4  7  8  9  11)}~~>[4*5*6*7*8*9*11|1],[2*5*6*10|1]~>[4*5*6*7*8*9*11|1],{(+4  7  8  9  11)}~,10.5,1,5,0,0
3*5*6*10|1,1*4*5|1,,,,N/A,N/A,N/A,,,,,
3*5*6*10|1,3*9|1,,,,N/A,N/A,N/A,,,,,
3*5*6*10|1,2*4*5*7*9|1,4,3,0,[3*5*6*10|1]~~{(+2)}~~>[2*5*6*10|1]~~{(+1)}~~>[1*2*10|1]~~{(+4  5  7)}~~>[4*5*7*10|1]~~{(+2  9)}~~>[2*4*5*7*9|1],[3*5*6*10|1]~>[2*5*6*10|1]~>[1*2*10|1]~>[4*5*7*10|1]~>[2*4*5*7*9|1],{(+2)}~{(+1)}~{(+4  5  7)}~{(+2  9)}~,40.7,4,7,0,0
3*5*6*10|1,3*4*6*8*9|1,,,,N/A,N/A,N/A,,,,,
3*5*6*10|1,2*4*6*7*8*9|1,,,,N/A,N/A,N/A,,,,,
3*5*6*10|1,3*4*6*7*8*9|1,,,,N/A,N/A,N/A,,,,,
3*5*6*10|1,6*7*10|1,,,,N/A,N/A,N/A,,,,,
3*5*6*10|1,2*5*6*7*10|1,2,1,0,[3*5*6*10|1]~~{(+2  7)}~~>[2*5*6*7*10|1],[3*5*6*10|1]~>[2*5*6*7*10|1],{(+2  7)}~,10.2,1,2,0,0
3*5*6*10|1,1*2*4*11|1,4,4,0,[3*5*6*10|1]~~{(+2)}~~>[2*5*6*10|1]~~{(+1)(-10)}~~>[1*2|1]~~{(+4  11)}~~>[1*2*4*11|1],[3*5*6*10|1]~>[2*5*6*10|1]~>[1*2|1]~>[1*2*4*11|1],{(+2)}~{(+1)(-10)}~{(+4  11)}~,31.4,3,4,1,0
3*5*6*10|1,7*11|1,,,,N/A,N/A,N/A,,,,,
3*5*6*10|1,3*4*7*11|1,,,,N/A,N/A,N/A,,,,,
3*5*6*10|1,1*2*4*6*7*11|1,5,3,0,[3*5*6*10|1]~~{(+2)}~~>[2*5*6*10|1]~~{(+1)(-10)}~~>[1*2|1]~~{(+4  6  7  11)}~~>[1*2*4*6*7*11|1],[3*5*6*10|1]~>[2*5*6*10|1]~>[1*2|1]~>[1*2*4*6*7*11|1],{(+2)}~{(+1)(-10)}~{(+4  6  7  11)}~,31.6,3,6,1,0
3*5*6*10|1,1*2*8*11|1,4,4,0,[3*5*6*10|1]~~{(+7)}~~>[3*5*6*7*10|1]~~{(+1  2  3  7  8  9  11)}~~>[1*2*8*11|1],[3*5*6*10|1]~>[3*5*6*7*10|1]~>[1*2*8*11|1],{(+7)}~{(+1  2  3  7  8  9  11)}~,20.799999999999997,2,8,0,0
3*5*6*10|1,2*7*8*11|1,,,,N/A,N/A,N/A,,,,,
3*5*6*10|1,5*6*9*11|1,2,2,0,[3*5*6*10|1]~~{(+11)}~~>[5*6*11|1]~~{(+9)}~~>[5*6*9*11|1],[3*5*6*10|1]~>[5*6*11|1]~>[5*6*9*11|1],{(+11)}~{(+9)}~,20.2,2,2,0,0
3*5*6*10|1,4*5*8*9*11|1,4,3,0,[3*5*6*10|1]~~{(+2)}~~>[2*5*6*10|1]~~{(+1  8)}~~>[1*2*8|1]~~{(+5  11)}~~>[5*8*11|1]~~{(+4  9)}~~>[4*5*8*9*11|1],[3*5*6*10|1]~>[2*5*6*10|1]~>[1*2*8|1]~>[5*8*11|1]~>[4*5*8*9*11|1],{(+2)}~{(+1  8)}~{(+5  11)}~{(+4  9)}~,40.699999999999996,4,7,0,0
3*5*6*10|1,1*2*4*6*8*9*11|1,6,3,0,[3*5*6*10|1]~~{(+11)}~~>[5*6*11|1]~~{(+1  9)}~~>[1*6*9|1]~~{(+2  4  8  11)}~~>[1*2*4*6*8*9*11|1],[3*5*6*10|1]~>[5*6*11|1]~>[1*6*9|1]~>[1*2*4*6*8*9*11|1],{(+11)}~{(+1  9)}~{(+2  4  8  11)}~,30.699999999999996,3,7,0,0
3*5*6*10|1,2*6*7*10*11|1,,,,N/A,N/A,N/A,,,,,
3*5*6*10|1,4*6*7*10*11|1,3,2,0,[3*5*6*10|1]~~{(+2)}~~>[2*5*6*10|1]~~{(+1)}~~>[1*2*10|1]~~{(+4  7  11)}~~>[2*4*7*10*11|1]~~{(+6)(-2)}~~>[4*6*7*10*11|1],[3*5*6*10|1]~>[2*5*6*10|1]~>[1*2*10|1]~>[2*4*7*10*11|1]~>[4*6*7*10*11|1],{(+2)}~{(+1)}~{(+4  7  11)}~{(+6)(-2)}~,41.6,4,6,1,0
3*5*6*10|1,1*2*5*6*9*10*11|1,4,1,0,[3*5*6*10|1]~~{(+2)}~~>[2*5*6*10|1]~~{(+1  9  11)}~~>[1*2*5*6*9*10*11|1],[3*5*6*10|1]~>[2*5*6*10|1]~>[1*2*5*6*9*10*11|1],{(+2)}~{(+1  9  11)}~,20.4,2,4,0,0
7*10|1,1*2*4*5*6|1,5,2,0,[7*10|1]~~{(+2)}~~>[2*10|1]~~{(+1  4  5  6)}~~>[1*2*4*5*6|1],[7*10|1]~>[2*10|1]~>[1*2*4*5*6|1],{(+2)}~{(+1  4  5  6)}~,20.5,2,5,0,0
7*10|1,1*4*6*7|1,3,1,0,[7*10|1]~~{(+1  8)}~~>[1*7*8|1]~~{(+4)}~~>[1*4*7*8|1]~~{(+6)(-8)}~~>[1*4*6*7|1],[7*10|1]~>[1*7*8|1]~>[1*4*7*8|1]~>[1*4*6*7|1],{(+1  8)}~{(+4)}~{(+6)(-8)}~,31.4,3,4,1,0
7*10|1,2*4*8|1,3,2,0,[7*10|1]~~{(+2)}~~>[2*10|1]~~{(+4  8)}~~>[2*4*8|1],[7*10|1]~>[2*10|1]~>[2*4*8|1],{(+2)}~{(+4  8)}~,20.299999999999997,2,3,0,0
7*10|1,9|1,,,,N/A,N/A,N/A,,,,,
7*10|1,4*9|1,,,,N/A,N/A,N/A,,,,,
7*10|1,3*4*5*6*9|1,5,2,0,[7*10|1]~~{(+9)}~~>[9*10|1]~~{(+3  4  5  6)}~~>[3*4*5*6*9|1],[7*10|1]~>[9*10|1]~>[3*4*5*6*9|1],{(+9)}~{(+3  4  5  6)}~,20.5,2,5,0,0
7*10|1,4*7*9|1,,,,N/A,N/A,N/A,,,,,
7*10|1,3*4*5*6*8*9|1,6,2,0,[7*10|1]~~{(+9)}~~>[9*10|1]~~{(+3  4  5  6  8)}~~>[3*4*5*6*8*9|1],[7*10|1]~>[9*10|1]~>[3*4*5*6*8*9|1],{(+9)}~{(+3  4  5  6  8)}~,20.6,2,6,0,0
7*10|1,3*5*10|1,,,,N/A,N/A,N/A,,,,,
7*10|1,1*2*4*6*7*10|1,4,0,0,[7*10|1]~~{(+1  2  4  6)}~~>[1*2*4*6*7*10|1],[7*10|1]~>[1*2*4*6*7*10|1],{(+1  2  4  6)}~,10.4,1,4,0,0
7*10|1,2*4*9*10|1,3,1,0,[7*10|1]~~{(+2)}~~>[2*10|1]~~{(+4  9)}~~>[2*4*9*10|1],[7*10|1]~>[2*10|1]~>[2*4*9*10|1],{(+2)}~{(+4  9)}~,20.299999999999997,2,3,0,0
7*10|1,4*5*6*11|1,4,2,0,[7*10|1]~~{(+2)}~~>[2*10|1]~~{(+4  5  6  11)}~~>[4*5*6*11|1],[7*10|1]~>[2*10|1]~>[4*5*6*11|1],{(+2)}~{(+4  5  6  11)}~,20.5,2,5,0,0
7*10|1,6*7*11|1,,,,N/A,N/A,N/A,,,,,
7*10|1,6*7*8*11|1,3,1,0,[7*10|1]~~{(+6  8)}~~>[6*7*8|1]~~{(+11)}~~>[6*7*8*11|1],[7*10|1]~>[6*7*8|1]~>[6*7*8*11|1],{(+6  8)}~{(+11)}~,20.299999999999997,2,3,0,0
7*10|1,1*2*4*6*9*11|1,6,2,0,[7*10|1]~~{(+1  2  4  9)}~~>[1*2*4*7*9|1]~~{(+6  11)}~~>[1*2*4*6*9*11|1],[7*10|1]~>[1*2*4*7*9|1]~>[1*2*4*6*9*11|1],{(+1  2  4  9)}~{(+6  11)}~,20.6,2,6,0,0
7*10|1,3*4*5*7*9*11|1,5,1,0,[7*10|1]~~{(+3  4  5  9  11)}~~>[3*4*5*7*9*11|1],[7*10|1]~>[3*4*5*7*9*11|1],{(+3  4  5  9  11)}~,10.5,1,5,0,0
7*10|1,4*10*11|1,,,,N/A,N/A,N/A,,,,,
7*10|1,5*7*10*11|1,2,0,0,[7*10|1]~~{(+5  11)}~~>[5*7*10*11|1],[7*10|1]~>[5*7*10*11|1],{(+5  11)}~,10.2,1,2,0,0
1*7*10|1,2*5*6*7|1,3,2,0,[1*7*10|1]~~{(+5  8)}~~>[1*5*7*8|1]~~{(+2  6)(-1  8)}~~>[2*5*6*7|1],[1*7*10|1]~>[1*5*7*8|1]~>[2*5*6*7|1],{(+5  8)}~{(+2  6)(-1  8)}~,22.4,2,4,2,0
1*7*10|1,6*8|1,,,,N/A,N/A,N/A,,,,,
1*7*10|1,1*4*9|1,2,2,0,[1*7*10|1]~~{(+9)}~~>[1*9*10|1]~~{(+4  8)}~~>[1*4*8*9|1]~~{(-8)}~~>[1*4*9|1],[1*7*10|1]~>[1*9*10|1]~>[1*4*8*9|1]~>[1*4*9|1],{(+9)}~{(+4  8)}~{(-8)}~,31.299999999999997,3,3,1,0
1*7*10|1,3*4*9|1,,,,N/A,N/A,N/A,,,,,
1*7*10|1,3*4*5*6*7*9|1,5,2,0,[1*7*10|1]~~{(+4  5)}~~>[4*5*7*10|1]~~{(+3  6  9)}~~>[3*4*5*6*7*9|1],[1*7*10|1]~>[4*5*7*10|1]~>[3*4*5*6*7*9|1],{(+4  5)}~{(+3  6  9)}~,20.5,2,5,0,0
1*7*10|1,1*4*8*9|1,3,2,0,[1*7*10|1]~~{(+9)}~~>[1*9*10|1]~~{(+4  8)}~~>[1*4*8*9|1],[1*7*10|1]~>[1*9*10|1]~>[1*4*8*9|1],{(+9)}~{(+4  8)}~,20.299999999999997,2,3,0,0
1*7*10|1,1*6*8*9|1,3,2,0,[1*7*10|1]~~{(+6  8  9)}~~>[1*6*8*9|1],[1*7*10|1]~>[1*6*8*9|1],{(+6  8  9)}~,10.3,1,3,0,0
1*7*10|1,9*10|1,,,,N/A,N/A,N/A,,,,,
1*7*10|1,3*9*10|1,,,,N/A,N/A,N/A,,,,,
1*7*10|1,3*4*9*10|1,,,,N/A,N/A,N/A,,,,,
1*7*10|1,1*6*9*10|1,2,1,0,[1*7*10|1]~~{(+6  9)}~~>[1*6*9*10|1],[1*7*10|1]~>[1*6*9*10|1],{(+6  9)}~,10.2,1,2,0,0
1*7*10|1,4*6*9*10|1,,,,N/A,N/A,N/A,,,,,
1*7*10|1,5*7*11|1,2,2,0,[1*7*10|1]~~{(+5  8)}~~>[1*5*7*8|1]~~{(+11)(-8)}~~>[5*7*11|1],[1*7*10|1]~>[1*5*7*8|1]~>[5*7*11|1],{(+5  8)}~{(+11)(-8)}~,21.299999999999997,2,3,1,0
1*7*10|1,4*5*6*8*9*11|1,6,3,0,[1*7*10|1]~~{(+2)}~~>[1*2*10|1]~~{(+4  5  6  8  9  11)}~~>[4*5*6*8*9*11|1],[1*7*10|1]~>[1*2*10|1]~>[4*5*6*8*9*11|1],{(+2)}~{(+4  5  6  8  9  11)}~,20.7,2,7,0,0
1*7*10|1,6*7*8*10*11|1,,,,N/A,N/A,N/A,,,,,
1*7*10|1,3*6*7*8*10*11|1,,,,N/A,N/A,N/A,,,,,
1*7*10|1,1*2*9*10*11|1,3,1,0,[1*7*10|1]~~{(+2  9  11)}~~>[1*2*9*10*11|1],[1*7*10|1]~>[1*2*9*10*11|1],{(+2  9  11)}~,10.3,1,3,0,0
3*7*10|1,5|1,,,,N/A,N/A,N/A,,,,,
3*7*10|1,3*4*6|1,,,,N/A,N/A,N/A,,,,,
3*7*10|1,1*2*4*8|1,4,3,0,[3*7*10|1]~~{(+2)}~~>[2*10|1]~~{(+1  4  8)}~~>[1*2*4*8|1],[3*7*10|1]~>[2*10|1]~>[1*2*4*8|1],{(+2)}~{(+1  4  8)}~,20.4,2,4,0,0
3*7*10|1,5*7*8|1,2,2,0,[3*7*10|1]~~{(+5  8)}~~>[5*7*8|1],[3*7*10|1]~>[5*7*8|1],{(+5  8)}~,10.2,1,2,0,0
3*7*10|1,1*2*4*5*9|1,5,3,0,[3*7*10|1]~~{(+2)}~~>[2*10|1]~~{(+1  4  5  9)}~~>[1*2*4*5*9|1],[3*7*10|1]~>[2*10|1]~>[1*2*4*5*9|1],{(+2)}~{(+1  4  5  9)}~,20.5,2,5,0,0
3*7*10|1,1*4*5*6*9|1,5,3,0,[3*7*10|1]~~{(+4  5  6  9  11)}~~>[3*4*5*6*9*11|1]~~{(+1)(-3)}~~>[1*4*5*6*9|1],[3*7*10|1]~>[3*4*5*6*9*11|1]~>[1*4*5*6*9|1],{(+4  5  6  9  11)}~{(+1)(-3)}~,21.6,2,6,1,0
3*7*10|1,4*7*9|1,,,,N/A,N/A,N/A,,,,,
3*7*10|1,2*4*5*7*9|1,4,2,0,[3*7*10|1]~~{(+2  4  5  9)}~~>[2*4*5*7*9|1],[3*7*10|1]~>[2*4*5*7*9|1],{(+2  4  5  9)}~,10.4,1,4,0,0
3*7*10|1,4*6*7*9|1,,,,N/A,N/A,N/A,,,,,
3*7*10|1,1*4*6*8*9|1,5,3,0,[3*7*10|1]~~{(+4  11)}~~>[4*7*10*11|1]~~{(+8  9)}~~>[4*8*9*10*11|1]~~{(+1  6)}~~>[1*4*6*8*9|1],[3*7*10|1]~>[4*7*10*11|1]~>[4*8*9*10*11|1]~>[1*4*6*8*9|1],{(+4  11)}~{(+8  9)}~{(+1  6)}~,30.599999999999998,3,6,0,0
3*7*10|1,2*4*5*6*8*9|1,6,3,0,[3*7*10|1]~~{(+2)}~~>[2*10|1]~~{(+4  5  6  8  9)}~~>[2*4*5*6*8*9|1],[3*7*10|1]~>[2*10|1]~>[2*4*5*6*8*9|1],{(+2)}~{(+4  5  6  8  9)}~,20.6,2,6,0,0
3*7*10|1,5*7*8*9|1,3,2,0,[3*7*10|1]~~{(+5)}~~>[5*7*10|1]~~{(+8  9)}~~>[5*7*8*9|1],[3*7*10|1]~>[5*7*10|1]~>[5*7*8*9|1],{(+5)}~{(+8  9)}~,20.299999999999997,2,3,0,0
3*7*10|1,3*4*5*7*8*9|1,4,1,0,[3*7*10|1]~~{(+4  5  8  9)}~~>[3*4*5*7*8*9|1],[3*7*10|1]~>[3*4*5*7*8*9|1],{(+4  5  8  9)}~,10.4,1,4,0,0
3*7*10|1,1*2*4*10|1,3,2,0,[3*7*10|1]~~{(+2)}~~>[2*10|1]~~{(+1  4)}~~>[1*2*4*10|1],[3*7*10|1]~>[2*10|1]~>[1*2*4*10|1],{(+2)}~{(+1  4)}~,20.299999999999997,2,3,0,0
3*7*10|1,1*4*7*10|1,2,1,0,[3*7*10|1]~~{(+4  8)}~~>[3*4*7*8*10|1]~~{(+1)(-3)}~~>[1*4*7*10|1],[3*7*10|1]~>[3*4*7*8*10|1]~>[1*4*7*10|1],{(+4  8)}~{(+1)(-3)}~,21.299999999999997,2,3,1,0
3*7*10|1,1*6*9*10|1,3,2,0,[3*7*10|1]~~{(+8  11)}~~>[3*7*8*10*11|1]~~{(+1  6  9)(-3  8)}~~>[1*6*9*10|1],[3*7*10|1]~>[3*7*8*10*11|1]~>[1*6*9*10|1],{(+8  11)}~{(+1  6  9)(-3  8)}~,22.5,2,5,2,0
3*7*10|1,4*6*9*10|1,,,,N/A,N/A,N/A,,,,,
3*7*10|1,3*11|1,1,2,0,[3*7*10|1]~~{(+8)}~~>[3*7*8|1]~~{(+4)}~~>[3*4*7*8|1]~~{(+11)(-8)}~~>[3*4*7*11|1]~~{(-4  7)}~~>[3*11|1],[3*7*10|1]~>[3*7*8|1]~>[3*4*7*8|1]~>[3*4*7*11|1]~>[3*11|1],{(+8)}~{(+4)}~{(+11)(-8)}~{(-4  7)}~,43.3,4,3,3,0
3*7*10|1,3*4*6*7*11|1,3,1,0,[3*7*10|1]~~{(+8)}~~>[3*7*8|1]~~{(+4)}~~>[3*4*7*8|1]~~{(+6  11)(-8)}~~>[3*4*6*7*11|1],[3*7*10|1]~>[3*7*8|1]~>[3*4*7*8|1]~>[3*4*6*7*11|1],{(+8)}~{(+4)}~{(+6  11)(-8)}~,31.4,3,4,1,0
3*7*10|1,1*2*4*8*11|1,5,3,0,[3*7*10|1]~~{(+2)}~~>[2*10|1]~~{(+1  4  8  11)}~~>[1*2*4*8*11|1],[3*7*10|1]~>[2*10|1]~>[1*2*4*8*11|1],{(+2)}~{(+1  4  8  11)}~,20.5,2,5,0,0
3*7*10|1,5*8*11|1,3,3,0,[3*7*10|1]~~{(+2)}~~>[2*10|1]~~{(+5  8  11)}~~>[5*8*11|1],[3*7*10|1]~>[2*10|1]~>[5*8*11|1],{(+2)}~{(+5  8  11)}~,20.4,2,4,0,0
3*7*10|1,2*10*11|1,2,2,0,[3*7*10|1]~~{(+2)}~~>[2*10|1]~~{(+11)}~~>[2*10*11|1],[3*7*10|1]~>[2*10|1]~>[2*10*11|1],{(+2)}~{(+11)}~,20.2,2,2,0,0
3*7*10|1,2*4*7*8*10*11|1,4,1,0,[3*7*10|1]~~{(+2  4  8  11)}~~>[2*4*7*8*10*11|1],[3*7*10|1]~>[2*4*7*8*10*11|1],{(+2  4  8  11)}~,10.4,1,4,0,0
4*7*10|1,4*5*6|1,,,,N/A,N/A,N/A,,,,,
4*7*10|1,1*4*7|1,,,,N/A,N/A,N/A,,,,,
4*7*10|1,6*7|1,,,,N/A,N/A,N/A,,,,,
4*7*10|1,3*4*6*7|1,,,,N/A,N/A,N/A,,,,,
4*7*10|1,3*5*6*7|1,,,,N/A,N/A,N/A,,,,,
4*7*10|1,1*4*9|1,2,2,0,[4*7*10|1]~~{(+9  11)}~~>[4*9*10*11|1]~~{(+1  8)}~~>[1*4*8*9|1]~~{(-8)}~~>[1*4*9|1],[4*7*10|1]~>[4*9*10*11|1]~>[1*4*8*9|1]~>[1*4*9|1],{(+9  11)}~{(+1  8)}~{(-8)}~,31.4,3,4,1,0
4*7*10|1,2*4*5*9|1,3,2,0,[4*7*10|1]~~{(+2  9)}~~>[2*4*7*9*10|1]~~{(+5)(-7)}~~>[2*4*5*9|1],[4*7*10|1]~>[2*4*7*9*10|1]~>[2*4*5*9|1],{(+2  9)}~{(+5)(-7)}~,21.299999999999997,2,3,1,0
4*7*10|1,1*4*7*9|1,2,1,0,[4*7*10|1]~~{(+9  11)}~~>[4*9*10*11|1]~~{(+1  8)}~~>[1*4*8*9|1]~~{(+7)(-8)}~~>[1*4*7*9|1],[4*7*10|1]~>[4*9*10*11|1]~>[1*4*8*9|1]~>[1*4*7*9|1],{(+9  11)}~{(+1  8)}~{(+7)(-8)}~,31.5,3,5,1,0
4*7*10|1,2*4*8*9|1,3,2,0,[4*7*10|1]~~{(+2  9)}~~>[2*4*7*9*10|1]~~{(+8)(-7)}~~>[2*4*8*9|1],[4*7*10|1]~>[2*4*7*9*10|1]~>[2*4*8*9|1],{(+2  9)}~{(+8)(-7)}~,21.299999999999997,2,3,1,0
4*7*10|1,2*4*6*10|1,,,,N/A,N/A,N/A,,,,,
4*7*10|1,5*7*10|1,,,,N/A,N/A,N/A,,,,,
4*7*10|1,1*5*6*7*10|1,,,,N/A,N/A,N/A,,,,,
4*7*10|1,1*4*6*7*9*10|1,3,0,0,[4*7*10|1]~~{(+1  6  9)}~~>[1*4*6*7*9*10|1],[4*7*10|1]~>[1*4*6*7*9*10|1],{(+1  6  9)}~,10.3,1,3,0,0
4*7*10|1,5*6*7*10*11|1,3,1,0,[4*7*10|1]~~{(+5  11)}~~>[5*7*10*11|1]~~{(+6)}~~>[5*6*7*10*11|1],[4*7*10|1]~>[5*7*10*11|1]~>[5*6*7*10*11|1],{(+5  11)}~{(+6)}~,20.299999999999997,2,3,0,0
1*4*7*10|1,3*7*8|1,,,,N/A,N/A,N/A,,,,,
1*4*7*10|1,1*4*6*7*8|1,,,,N/A,N/A,N/A,,,,,
1*4*7*10|1,1*4*5*9|1,2,2,0,[1*4*7*10|1]~~{(+5  8  9  11)}~~>[4*5*7*8*9*11|1]~~{(+1)(-7  8)}~~>[1*4*5*9|1],[1*4*7*10|1]~>[4*5*7*8*9*11|1]~>[1*4*5*9|1],{(+5  8  9  11)}~{(+1)(-7  8)}~,22.5,2,5,2,0
1*4*7*10|1,3*4*5*6*7*9|1,4,2,0,[1*4*7*10|1]~~{(+5)}~~>[4*5*7*10|1]~~{(+3  6  9)}~~>[3*4*5*6*7*9|1],[1*4*7*10|1]~>[4*5*7*10|1]~>[3*4*5*6*7*9|1],{(+5)}~{(+3  6  9)}~,20.4,2,4,0,0
1*4*7*10|1,3*4*5*8*9|1,,,,N/A,N/A,N/A,,,,,
1*4*7*10|1,4*6*8*9|1,,,,N/A,N/A,N/A,,,,,
1*4*7*10|1,4*6*7*8*9|1,,,,N/A,N/A,N/A,,,,,
1*4*7*10|1,1*2*10|1,1,2,0,[1*4*7*10|1]~~{(+5  11)}~~>[5*7*10*11|1]~~{(+9)}~~>[5*9*11|1]~~{(+1)}~~>[1*9|1]~~{(+2  3  10)}~~>[1*2*10|1],[1*4*7*10|1]~>[5*7*10*11|1]~>[5*9*11|1]~>[1*9|1]~>[1*2*10|1],{(+5  11)}~{(+9)}~{(+1)}~{(+2  3  10)}~,40.7,4,7,0,0
1*4*7*10|1,1*5*7*10|1,,,,N/A,N/A,N/A,,,,,
1*4*7*10|1,2*4*7*8*10|1,,,,N/A,N/A,N/A,,,,,
1*4*7*10|1,3*4*6*7*9*10|1,,,,N/A,N/A,N/A,,,,,
1*4*7*10|1,1*2*8*9*11|1,4,3,0,[1*4*7*10|1]~~{(+5  11)}~~>[5*7*10*11|1]~~{(+1  2  3  6  9  10)(-5  7  11)}~~>[1*2*10*11|1]~~{(+8  9)}~~>[1*2*8*9*11|1],[1*4*7*10|1]~>[5*7*10*11|1]~>[1*2*10*11|1]~>[1*2*8*9*11|1],{(+5  11)}~{(+1  2  3  6  9  10)(-5  7  11)}~{(+8  9)}~,34.0,3,10,3,0
1*4*7*10|1,1*2*5*6*8*9*11|1,6,3,0,[1*4*7*10|1]~~{(+5  11)}~~>[5*7*10*11|1]~~{(+1  2  6  8  9)}~~>[1*2*5*6*8*9*11|1],[1*4*7*10|1]~>[5*7*10*11|1]~>[1*2*5*6*8*9*11|1],{(+5  11)}~{(+1  2  6  8  9)}~,20.7,2,7,0,0
1*4*7*10|1,3*9*10*11|1,,,,N/A,N/A,N/A,,,,,
2*4*7*10|1,1*2*4*6|1,2,2,0,[2*4*7*10|1]~~{(+5  11)}~~>[5*7*10*11|1]~~{(+1  9)}~~>[1*5*9*10|1]~~{(+2)}~~>[1*2*9*10|1]~~{(+4  6)(-9  10)}~~>[1*2*4*6|1],[2*4*7*10|1]~>[5*7*10*11|1]~>[1*5*9*10|1]~>[1*2*9*10|1]~>[1*2*4*6|1],{(+5  11)}~{(+1  9)}~{(+2)}~{(+4  6)(-9  10)}~,42.7,4,7,2,0
2*4*7*10|1,2*5*8|1,,,,N/A,N/A,N/A,,,,,
2*4*7*10|1,2*4*5*9|1,2,2,0,[2*4*7*10|1]~~{(+9)}~~>[2*4*7*9*10|1]~~{(+5)(-7)}~~>[2*4*5*9|1],[2*4*7*10|1]~>[2*4*7*9*10|1]~>[2*4*5*9|1],{(+9)}~{(+5)(-7)}~,21.2,2,2,1,0
2*4*7*10|1,2*5*8*9|1,,,,N/A,N/A,N/A,,,,,
2*4*7*10|1,1*4*5*8*9|1,4,3,0,[2*4*7*10|1]~~{(+5  9  11)}~~>[4*5*7*9*11|1]~~{(+1  8)(-7)}~~>[1*4*5*8*9|1],[2*4*7*10|1]~>[4*5*7*9*11|1]~>[1*4*5*8*9|1],{(+5  9  11)}~{(+1  8)(-7)}~,21.5,2,5,1,0
2*4*7*10|1,1*4*5*6*7*8*9|1,5,2,0,[2*4*7*10|1]~~{(+5)}~~>[4*5*7*10|1]~~{(+1  6  8  9)}~~>[1*4*5*6*7*8*9|1],[2*4*7*10|1]~>[4*5*7*10|1]~>[1*4*5*6*7*8*9|1],{(+5)}~{(+1  6  8  9)}~,20.5,2,5,0,0
2*4*7*10|1,2*4*7*9*10|1,1,0,0,[2*4*7*10|1]~~{(+9)}~~>[2*4*7*9*10|1],[2*4*7*10|1]~>[2*4*7*9*10|1],{(+9)}~,10.1,1,1,0,0
2*4*7*10|1,1*2*11|1,2,3,0,[2*4*7*10|1]~~{(+5  11)}~~>[5*7*10*11|1]~~{(+3  9)}~~>[3*5*9*11|1]~~{(+1  2  6)(-3)}~~>[1*2*11|1],[2*4*7*10|1]~>[5*7*10*11|1]~>[3*5*9*11|1]~>[1*2*11|1],{(+5  11)}~{(+3  9)}~{(+1  2  6)(-3)}~,31.7,3,7,1,0
2*4*7*10|1,4*7*11|1,,,,N/A,N/A,N/A,,,,,
2*4*7*10|1,2*4*8*11|1,,,,N/A,N/A,N/A,,,,,
2*4*7*10|1,7*8*11|1,,,,N/A,N/A,N/A,,,,,
2*4*7*10|1,9*11|1,,,,N/A,N/A,N/A,,,,,
2*4*7*10|1,3*4*9*11|1,,,,N/A,N/A,N/A,,,,,
1*2*4*7*10|1,1*4*5|1,,,,N/A,N/A,N/A,,,,,
1*2*4*7*10|1,1*2*4*5|1,1,2,0,[1*2*4*7*10|1]~~{(+5  11)}~~>[5*7*10*11|1]~~{(+1  9)}~~>[1*5*9*10|1]~~{(+2)}~~>[1*2*9*10|1]~~{(+4  5)(-9)}~~>[1*2*4*5|1],[1*2*4*7*10|1]~>[5*7*10*11|1]~>[1*5*9*10|1]~>[1*2*9*10|1]~>[1*2*4*5|1],{(+5  11)}~{(+1  9)}~{(+2)}~{(+4  5)(-9)}~,41.7,4,7,1,0
1*2*4*7*10|1,4*5*6|1,,,,N/A,N/A,N/A,,,,,
1*2*4*7*10|1,6*7|1,,,,N/A,N/A,N/A,,,,,
1*2*4*7*10|1,3*4*6*8|1,,,,N/A,N/A,N/A,,,,,
1*2*4*7*10|1,2*4*6*7*8|1,,,,N/A,N/A,N/A,,,,,
1*2*4*7*10|1,2*4*5*8*9|1,,,,N/A,N/A,N/A,,,,,
1*2*4*7*10|1,1*6*8*9|1,3,4,0,[1*2*4*7*10|1]~~{(+5  11)}~~>[5*7*10*11|1]~~{(+9)}~~>[5*9*11|1]~~{(+1)}~~>[1*9|1]~~{(+6  8)}~~>[1*6*8*9|1],[1*2*4*7*10|1]~>[5*7*10*11|1]~>[5*9*11|1]~>[1*9|1]~>[1*6*8*9|1],{(+5  11)}~{(+9)}~{(+1)}~{(+6  8)}~,40.599999999999994,4,6,0,0
1*2*4*7*10|1,2*4*5*6*7*8*9|1,4,2,0,[1*2*4*7*10|1]~~{(+5)}~~>[4*5*7*10|1]~~{(+2  6  8  9)}~~>[2*4*5*6*7*8*9|1],[1*2*4*7*10|1]~>[4*5*7*10|1]~>[2*4*5*6*7*8*9|1],{(+5)}~{(+2  6  8  9)}~,20.5,2,5,0,0
